Creating test database for alias 'default'...
Destroying test database for alias 'default'...
         10024283 function calls (9818849 primitive calls) in 10.741 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 models.py:73(PipelineSerializationException)
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 utils.py:34(Approximate)
        1    0.000    0.000    0.000    0.000 aggregates.py:70(Min)
        1    0.000    0.000    0.000    0.000 generic.py:377(GenericRel)
        1    0.000    0.000    0.000    0.000 datastructures.py:496(DictWrapper)
        1    0.000    0.000    0.000    0.000 hex_codec.py:52(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 base.py:107(StringOrigin)
        1    0.000    0.000    0.000    0.000 util.py:47(ErrorList)
        1    0.000    0.000    0.000    0.000 __init__.py:230(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:995(Manager)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defaulttags.py:47(CsrfTokenNode)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 case.py:78(skipUnless)
        1    0.000    0.000    0.000    0.000 Cookie.py:667(SimpleCookie)
        1    0.000    0.000    0.000    0.000 helpers.py:142(AdminReadonlyField)
        1    0.000    0.000    0.000    0.000 query_utils.py:15(InvalidQuery)
        1    0.000    0.000    0.000    0.000 bdb.py:614(Tdb)
        1    0.000    0.000    0.000    0.000 base.py:668(Variable)
        1    0.000    0.000    0.000    0.000 defaulttags.py:408(URLNode)
        1    0.000    0.000    0.000    0.000 _doctest.py:1544(OutputChecker)
        1    0.000    0.000    0.000    0.000 hashers.py:449(UnsaltedMD5PasswordHasher)
        1    0.000    0.000    0.000    0.000 timezone.py:50(ReferenceLocalTimezone)
        9    0.000    0.000    0.000    0.000 related.py:793(__init__)
        1    0.000    0.000    0.000    0.000 defaulttags.py:371(LoadNode)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 helpers.py:70(Fieldset)
        1    0.000    0.000    0.000    0.000 cache.py:123(FetchFromCacheMiddleware)
        1    0.000    0.000    0.000    0.000 models.py:697(MethodFamily)
        1    0.000    0.000    0.000    0.000 storage.py:47(CachedFilesMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:622(formfield)
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 tests_rm.py:46(UtilityMethods)
        1    0.000    0.000    0.000    0.000 __init__.py:1335(BaseDatabaseValidation)
        1    0.000    0.000    0.000    0.000 widgets.py:400(DateInput)
        1    0.000    0.000    0.000    0.000 tests.py:462(CodeResourceTests)
        1    0.000    0.000    0.000    0.000 query_utils.py:33(Q)
        1    0.000    0.000    0.000    0.000 aggregates.py:120(Variance)
        1    0.000    0.000    0.000    0.000 datastructures.py:452(ImmutableList)
        1    0.000    0.000    0.000    0.000 __init__.py:90(NoDataAllowedErr)
        2    0.000    0.000    0.000    0.000 optparse.py:753(takes_value)
        3    0.000    0.000    0.000    0.000 __init__.py:1014(sequence_reset_sql)
        1    0.000    0.000    0.000    0.000 hashers.py:482(CryptPasswordHasher)
        1    0.000    0.000    0.000    0.000 basehttp.py:117(WSGIRequestHandler)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1205(_IterParseIterator)
        1    0.000    0.000    0.000    0.000 related.py:879(ManyToOneRel)
        2    0.000    0.000    0.000    0.000 warnings.py:14(warnpy3k)
        1    0.000    0.000    0.000    0.000 stat.py:52(S_ISFIFO)
        1    0.000    0.000    0.000    0.000 helpers.py:312(InlineFieldset)
        1    0.000    0.000    0.000    0.000 widgets.py:279(MultipleHiddenInput)
        1    0.000    0.000    0.000    0.000 trans_real.py:75(DjangoTranslation)
        1    0.000    0.000    0.000    0.000 finders.py:215(DefaultStorageFinder)
        1    0.000    0.000    0.000    0.000 subqueries.py:23(DeleteQuery)
        1    0.000    0.000    0.000    0.000 debug.py:107(SafeExceptionReporterFilter)
        1    0.000    0.000    0.000    0.000 finders.py:41(FileSystemFinder)
        1    0.000    0.000    0.000    0.000 smartif.py:115(Literal)
        1    0.000    0.000    0.000    0.000 __init__.py:494(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:275(autocomplete)
        1    0.000    0.000    0.000    0.000 text.py:276(StreamingBuffer)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 query_utils.py:77(DeferredAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:1258(PositiveSmallIntegerField)
        1    0.000    0.000    0.000    0.000 sre_parse.py:710(literal)
        1    0.000    0.000    0.000    0.000 compiler.py:1057(SQLDateCompiler)
        1    0.000    0.000    0.000    0.000 __init__.py:161(LaxOptionParser)
        1    0.000    0.000    0.000    0.000 tests_rm.py:660(BadRunTests)
        1    0.000    0.000    0.000    0.000 execute.py:1756(RunStepExecuteInfo)
        1    0.000    0.000    0.000    0.000 models.py:1536(Meta)
        1    0.000    0.000    0.000    0.000 base.py:77(TemplateDoesNotExist)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:212(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 storage.py:285(AppStaticStorage)
        1    0.000    0.000    0.000    0.000 defaulttags.py:118(ForNode)
        1    0.000    0.000    0.000    0.000 log.py:158(RequireDebugTrue)
        1    0.000    0.000    0.000    0.000 smartif.py:150(IfParser)
        1    0.000    0.000    0.000    0.000 simple_server.py:69(WSGIRequestHandler)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 storage.py:277(CachedStaticFilesStorage)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 subclassing.py:10(SubfieldBase)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(SuspiciousSession)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:12(Options)
        1    0.000    0.000    0.000    0.000 models.py:1191(Meta)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 aggregates.py:110(StdDev)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:123(TemporaryFileUploadHandler)
        1    0.000    0.000    0.000    0.000 pulldom.py:295(SAX2DOM)
        1    0.000    0.000    0.000    0.000 base.py:49(OutputWrapper)
        1    0.000    0.000    0.000    0.000 testcases.py:110(_AssertTemplateUsedContext)
        1    0.000    0.000    0.000    0.000 multipartparser.py:424(BoundaryIter)
        1    0.000    0.000    0.000    0.000 handlers.py:52(BaseRotatingHandler)
        1    0.000    0.000    0.000    0.000 widgets.py:142(SubWidget)
        1    0.000    0.000    0.000    0.000 options.py:78(RenameBaseModelAdminMethods)
        1    0.000    0.000    0.000    0.000 widgets.py:736(RadioSelect)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        1    0.000    0.000    0.000    0.000 models.py:38(PermissionManager)
        1    0.000    0.000    0.000    0.000 base.py:21(BaseHandler)
        1    0.000    0.000    0.000    0.000 hex_codec.py:57(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 models.py:304(Meta)
        1    0.000    0.000    0.000    0.000 aggregates.py:64(Count)
        1    0.000    0.000    0.000    0.000 response.py:504(HttpResponseNotAllowed)
        1    0.000    0.000    0.000    0.000 models.py:207(Meta)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 exceptions.py:33(SuspiciousFileOperation)
        1    0.000    0.000    0.000    0.000 datastructures.py:261(MultiValueDictKeyError)
        1    0.000    0.000    0.000    0.000 xmlutils.py:7(SimplerXMLGenerator)
        1    0.000    0.000    0.000    0.000 zipfile.py:262(ZipInfo)
        1    0.000    0.000    0.000    0.000 runner.py:28(__init__)
        1    0.000    0.000    0.000    0.000 xmlreader.py:187(InputSource)
        1    0.000    0.000    0.000    0.000 urlparse.py:121(SplitResult)
        1    0.000    0.000    0.000    0.000 signing.py:147(Signer)
        1    0.000    0.000    0.000    0.000 tests.py:19(MetadataTestSetup)
        1    0.000    0.000    0.000    0.000 widgets.py:741(CheckboxSelectMultiple)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:49(StopFutureHandlers)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:172(AddrlistClass)
        1    0.000    0.000    0.000    0.000 widgets.py:565(SelectMultiple)
        1    0.000    0.000    0.000    0.000 query.py:926(ValuesQuerySet)
        1    0.000    0.000    0.000    0.000 result.py:73(startTestRun)
        1    0.000    0.000    0.000    0.000 message.py:122(SafeMIMEText)
        1    0.000    0.000    0.000    0.000 aggregates.py:107(Min)
        1    0.000    0.000    0.000    0.000 tests.py:2867(GetCoordinatesTests)
        1    0.000    0.000    0.000    0.000 multipartparser.py:596(Parser)
        1    0.000    0.000    0.000    0.000 tests.py:2576(DatasetTests)
        1    0.000    0.000    0.000    0.000 manager.py:277(EmptyManager)
        1    0.000    0.000    0.000    0.000 base.py:831(NodeList)
        1    0.000    0.000    0.000    0.000 basehttp.py:101(WSGIServer)
        1    0.000    0.000    0.000    0.000 six.py:134(_MovedItems)
        1    0.000    0.000    0.000    0.000 context.py:86(Context)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:366(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 defaulttags.py:104(FirstOfNode)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:18(UploadFileException)
        1    0.000    0.000    0.000    0.000 context.py:109(RenderContext)
        1    0.000    0.000    0.000    0.000 SocketServer.py:480(UDPServer)
        1    0.000    0.000    0.000    0.000 regex_helper.py:36(Group)
        1    0.000    0.000    0.000    0.000 tests_rm.py:228(ExecuteTestsRM)
        1    0.000    0.000    0.000    0.000 zipfile.py:20(BadZipfile)
        1    0.000    0.000    0.000    0.000 aggregates.py:96(Count)
        1    0.000    0.000    0.000    0.000 base.py:74(TemplateSyntaxError)
        2    0.000    0.000    0.000    0.000 utils.py:236(_router_func)
        1    0.000    0.000    0.000    0.000 util.py:144(NestedObjects)
        1    0.000    0.000    0.000    0.000 tests.py:2394(MethodFamilyTests)
        1    0.000    0.000    0.000    0.000 filters.py:19(ListFilter)
        1    0.000    0.000    0.000    0.000 utils.py:27(DatabaseError)
        1    0.000    0.000    0.000    0.000 baseconv.py:47(BaseConverter)
        1    0.000    0.000    0.000    0.000 datastructures.py:9(MultiJoin)
        1    0.000    0.000    0.000    0.000 forms.py:89(Meta)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:78(NoReverseMatch)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 fields.py:195(CharField)
        1    0.000    0.000    0.000    0.000 models.py:1644(Meta)
        1    0.000    0.000    0.000    0.000 testcases.py:851(TestCase)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:305(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 aggregates.py:12(Aggregate)
        1    0.000    0.000    0.000    0.000 testcases.py:148(_AssertTemplateNotUsedContext)
        1    0.000    0.000    0.000    0.000 hotrunner.py:14(HotRunner)
        1    0.000    0.000    0.000    0.000 message.py:149(SafeMIMEMultipart)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 api.py:11(MessageFailure)
        1    0.000    0.000    0.000    0.000 fields.py:381(BaseTemporalField)
        1    0.000    0.000    0.000    0.000 xml_serializer.py:364(EntitiesForbidden)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 deprecation.py:22(RenameMethodsBase)
        1    0.000    0.000    0.000    0.000 minidom.py:1345(DOMImplementation)
        1    0.000    0.000    0.000    0.000 base.py:355(init_connection_state)
        1    0.000    0.000    0.000    0.000 trans_real.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 message.py:31(BadHeaderError)
        1    0.000    0.000    0.000    0.000 result.py:105(stopTestRun)
        1    0.000    0.000    0.000    0.000 widgets.py:699(RendererMixin)
        1    0.000    0.000    0.000    0.000 related.py:912(ManyToManyRel)
        1    0.000    0.000    0.000    0.000 decimal.py:322(Overflow)
        1    0.000    0.000    0.000    0.000 base.py:856(TextNode)
        1    0.000    0.000    0.000    0.000 hashers.py:342(BCryptPasswordHasher)
        1    0.000    0.000    0.000    0.000 formsets.py:28(ManagementForm)
        1    0.000    0.000    0.000    0.000 deprecation.py:5(warn_about_renamed_method)
        1    0.000    0.000    0.000    0.000 generic.py:507(GenericTabularInline)
        1    0.000    0.000    0.000    0.000 generic.py:38(__init__)
        1    0.000    0.000    0.000    0.000 creation.py:70(_destroy_test_db)
        7    0.000    0.000    0.000    0.000 gettext.py:239(set_output_charset)
        1    0.000    0.000    0.000    0.000 cache.py:54(UpdateCacheMiddleware)
        1    0.000    0.000    0.000    0.000 encoding.py:23(StrAndUnicode)
        1    0.000    0.000    0.000    0.000 widgets.py:640(CheckboxChoiceInput)
        1    0.000    0.000    0.000    0.000 handlers.py:431(SocketHandler)
        1    0.000    0.000    0.000    0.000 result.py:126(addSuccess)
        1    0.000    0.000    0.000    0.000 xmlreader.py:163(Locator)
        1    0.000    0.000    0.000    0.000 loader_tags.py:141(ConstantIncludeNode)
        1    0.000    0.000    0.000    0.000 related.py:152(SingleRelatedObjectDescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:45(__init__)
        1    0.000    0.000    0.000    0.000 six.py:293(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 base.py:131(ContentFile)
        1    0.000    0.000    0.000    0.000 where.py:332(ExtraWhere)
        1    0.000    0.000    0.000    0.000 xmlreader.py:91(IncrementalParser)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.000    0.000 tests.py:2722(ExecLogTests)
        1    0.000    0.000    0.000    0.000 fields.py:909(ComboField)
        1    0.000    0.000    0.000    0.000 defaulttags.py:383(SpacelessNode)
        1    0.000    0.000    0.000    0.000 fields.py:521(EmailField)
        1    0.000    0.000    0.000    0.000 models.py:651(Meta)
        1    0.000    0.000    0.000    0.000 ElementTree.py:605(ElementTree)
        1    0.000    0.000    0.000    0.000 util.py:377(NotRelationField)
        1    0.000    0.000    0.000    0.000 log.py:137(CallbackFilter)
        1    0.000    0.000    0.000    0.000 widgets.py:78(AdminSplitDateTime)
        1    0.000    0.000    0.000    0.000 decimal.py:235(DivisionByZero)
        1    0.000    0.000    0.000    0.000 widgets.py:132(ForeignKeyRawIdWidget)
        1    0.000    0.000    0.000    0.000 wsgi.py:23(LimitedStream)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tzinfo.py:48(LocalTimezone)
        1    0.000    0.000    0.000    0.000 __init__.py:18(Node)
        1    0.000    0.000    0.000    0.000 json.py:19(Serializer)
        1    0.000    0.000    0.000    0.000 response.py:469(HttpResponseRedirect)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 validation.py:376(InlineValidator)
        1    0.000    0.000    0.000    0.000 base.py:399(NoArgsCommand)
        1    0.000    0.000    0.000    0.000 transaction.py:199(Atomic)
        1    0.000    0.000    0.000    0.000 minidom.py:1154(ReadOnlySequentialNamedNodeMap)
        1    0.000    0.000    0.000    0.000 tests.py:1322(CodeResourceDependencyTests)
        1    0.000    0.000    0.000    0.000 signing.py:57(SignatureExpired)
        1    0.000    0.000    0.000    0.000 loading.py:51(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:35(MessageDefect)
        1    0.000    0.000    0.000    0.000 base.py:155(Token)
        1    0.000    0.000    0.000    0.000 options.py:1742(StackedInline)
        1    0.000    0.000    0.000    0.000 widgets.py:221(Input)
        1    0.000    0.000    0.000    0.000 cgi.py:803(SvFormContentDict)
        1    0.000    0.000    0.000    0.000 __init__.py:41(FieldDoesNotExist)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 models.py:455(Meta)
        1    0.000    0.000    0.000    0.000 __init__.py:123(UserDataHandler)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 where.py:342(Constraint)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 uploadedfile.py:105(SimpleUploadedFile)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 utils.py:61(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:117(Settings)
        1    0.000    0.000    0.000    0.000 related.py:249(ReverseSingleRelatedObjectDescriptor)
        1    0.000    0.000    0.000    0.000 handlers.py:358(SimpleHandler)
        1    0.000    0.000    0.000    0.000 sites.py:25(NotRegistered)
        1    0.000    0.000    0.000    0.000 tempfile.py:380(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:422(IgnorePendingDeprecationWarningsMixin)
        1    0.000    0.000    0.000    0.000 widgets.py:101(AdminRadioSelect)
        1    0.000    0.000    0.000    0.000 __init__.py:27(DefaultConnectionProxy)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(DisallowedHost)
        1    0.000    0.000    0.000    0.000 SocketServer.py:579(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 six.py:55(X)
        1    0.000    0.000    0.000    0.000 handlers.py:84(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(InvalidSessionKey)
        1    0.000    0.000    0.000    0.000 widgets.py:219(RelatedFieldWidgetWrapper)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 defaulttags.py:490(WithNode)
        1    0.000    0.000    0.000    0.000 client.py:36(FakePayload)
        1    0.000    0.000    0.000    0.000 generic.py:463(GenericInlineModelAdmin)
        1    0.000    0.000    0.000    0.000 signing.py:82(JSONSerializer)
        1    0.000    0.000    0.000    0.000 decimal.py:5676(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:651(ChoiceFieldRenderer)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 handlers.py:399(BaseCGIHandler)
        1    0.000    0.000    0.000    0.000 hex_codec.py:45(Codec)
        1    0.000    0.000    0.000    0.000 threading.py:551(_Event)
        1    0.000    0.000    0.000    0.000 multipartparser.py:36(MultiPartParser)
        2    0.000    0.000    0.000    0.000 six.py:338(add_move)
        1    0.000    0.000    0.000    0.000 models.py:231(ModelFormMetaclass)
        2    0.000    0.000    0.000    0.000 optparse.py:1268(_init_parsing_state)
        7    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 handlers.py:10(StaticFilesHandler)
        1    0.000    0.000    0.000    0.000 simple.py:88(DocTestRunner)
        1    0.000    0.000    0.000    0.000 subprocess.py:400(CalledProcessError)
        1    0.000    0.000    0.000    0.000 base.py:140(DeserializedObject)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:75(Resolver404)
        2    0.000    0.000    0.000    0.000 creation.py:27(__init__)
        1    0.000    0.000    0.000    0.000 xml_serializer.py:16(Serializer)
        1    0.000    0.000    0.000    0.000 case.py:378(doCleanups)
        2    0.000    0.000    0.000    0.000 ElementTree.py:247(__len__)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 models.py:420(Meta)
        1    0.000    0.000    0.000    0.000 forms.py:51(ReadOnlyPasswordHashField)
        1    0.000    0.000    0.000    0.000 log.py:153(RequireDebugFalse)
        1    0.000    0.000    0.000    0.000 tests.py:3634(TopLevelRunTests)
        1    0.000    0.000    0.000    0.000 config.py:333(ConvertingList)
        1    0.000    0.000    0.000    0.000 models.py:137(BaseUserManager)
        1    0.000    0.000    0.000    0.000 __init__.py:135(override)
        1    0.000    0.000    0.000    0.000 xml_serializer.py:380(ExternalReferenceForbidden)
        2    0.000    0.000    0.000    0.000 tokenize.py:47(maybe)
        1    0.000    0.000    0.000    0.000 defaulttags.py:465(WidthRatioNode)
        1    0.000    0.000    0.000    0.000 xml_serializer.py:149(Deserializer)
        1    0.000    0.000    0.000    0.000 errors.py:53(MalformedHeaderDefect)
        1    0.000    0.000    0.000    0.000 helpers.py:251(InlineAdminForm)
        1    0.000    0.000    0.000    0.000 generic.py:154(GenericRelation)
        1    0.000    0.000    0.000    0.000 file_access_utils.py:119(FileReadHandler)
        1    0.000    0.000    0.000    0.000 hotrunner.py:167(_TimeLoggingTestRunner)
        1    0.000    0.000    0.000    0.000 ElementTree.py:580(QName)
        1    0.000    0.000    0.000    0.000 widgets.py:264(PasswordInput)
        1    0.000    0.000    0.000    0.000 aggregates.py:92(Avg)
        1    0.000    0.000    0.000    0.000 generic.py:26(RenameGenericForeignKeyMethods)
        1    0.000    0.000    0.000    0.000 compiler.py:922(SQLUpdateCompiler)
        1    0.000    0.000    0.000    0.000 fields.py:1114(IPAddressField)
        1    0.000    0.000    0.000    0.000 db.py:35(BaseDatabaseCache)
        1    0.000    0.000    0.000    0.000 hmac.py:20(HMAC)
        1    0.000    0.000    0.000    0.000 six.py:93(MovedModule)
        1    0.000    0.000    0.000    0.000 models.py:399(Meta)
        1    0.000    0.000    0.000    0.000 models.py:17(LogEntryManager)
        1    0.000    0.000    0.000    0.000 timezone.py:200(override)
        1    0.000    0.000    0.000    0.000 _doctest.py:1677(DocTestFailure)
        1    0.000    0.000    0.000    0.000 base.py:802(Node)
        7    0.000    0.000    0.000    0.000 base.py:64(decoder)
        2    0.000    0.000    0.000    0.000 runner.py:111(printErrorList)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:43(SkipFile)
        1    0.000    0.000    0.000    0.000 related.py:842(ForeignObjectRel)
        1    0.000    0.000    0.000    0.000 __init__.py:61(DOMException)
        1    0.000    0.000    0.000    0.000 finders.py:110(AppDirectoriesFinder)
        1    0.000    0.000    0.000    0.000 xmlreader.py:341(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 query.py:1062(ValuesListQuerySet)
        1    0.000    0.000    0.000    0.000 models.py:444(Meta)
        1    0.000    0.000    0.000    0.000 __init__.py:166(UserSettingsHolder)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:452(AddressList)
        1    0.000    0.000    0.000    0.000 encoding.py:13(DjangoUnicodeDecodeError)
        1    0.000    0.000    0.000    0.000 decorators.py:8(classonlymethod)
        1    0.000    0.000    0.000    0.000 widgets.py:859(SplitHiddenDateTimeWidget)
        1    0.000    0.000    0.000    0.000 loader_tags.py:75(ExtendsNode)
        1    0.000    0.000    0.000    0.000 widgets.py:584(ChoiceInput)
        1    0.000    0.000    0.000    0.000 __init__.py:75(IndexSizeErr)
        1    0.000    0.000    0.000    0.000 hashers.py:417(UnsaltedSHA1PasswordHasher)
        1    0.000    0.000    0.000    0.000 message.py:333(EmailMultiAlternatives)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1365(TreeBuilder)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:82(InMemoryUploadedFile)
        1    0.000    0.000    0.000    0.000 testcases.py:1041(_MediaFilesHandler)
        1    0.000    0.000    0.000    0.000 _doctest.py:461(DocTest)
        1    0.000    0.000    0.000    0.000 models.py:782(Meta)
        1    0.000    0.000    0.000    0.000 bdb.py:10(BdbQuit)
        1    0.000    0.000    0.000    0.000 widgets.py:190(ManyToManyRawIdWidget)
        1    0.000    0.000    0.000    0.000 rfc822.py:770(AddressList)
        1    0.000    0.000    0.000    0.000 response.py:500(HttpResponseForbidden)
        1    0.000    0.000    0.000    0.000 subqueries.py:263(DateTimeQuery)
        1    0.000    0.000    0.000    0.000 simple_server.py:40(WSGIServer)
        1    0.000    0.000    0.000    0.000 response.py:473(HttpResponsePermanentRedirect)
        1    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:12(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1028(TagHelperNode)
        1    0.000    0.000    0.000    0.000 widgets.py:326(AdminBigIntegerFieldWidget)
        1    0.000    0.000    0.000    0.000 urlparse.py:129(ParseResult)
        1    0.000    0.000    0.000    0.000 __init__.py:84(WrongDocumentErr)
        1    0.000    0.000    0.000    0.000 urllib.py:110(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 locmem.py:139(CacheClass)
        1    0.000    0.000    0.000    0.000 SocketServer.py:671(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:78(DomstringSizeErr)
        1    0.000    0.000    0.000    0.000 base.py:13(MIMEBase)
        1    0.000    0.000    0.000    0.000 datastructures.py:20(Empty)
        1    0.000    0.000    0.000    0.000 __init__.py:114(NamespaceErr)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 widgets.py:461(CheckboxInput)
        1    0.000    0.000    0.000    0.000 datastructures.py:45(DateTime)
        1    0.000    0.000    0.000    0.000 filters.py:287(DateFieldListFilter)
        1    0.000    0.000    0.000    0.000 __init__.py:93(NoModificationAllowedErr)
        1    0.000    0.000    0.000    0.000 base.py:14(CacheKeyWarning)
        1    0.000    0.000    0.000    0.000 loaddata.py:270(SingleZipReader)
        1    0.000    0.000    0.000    0.000 models.py:921(Meta)
        1    0.000    0.000    0.000    0.000 tokenize.py:148(StopTokenizing)
        1    0.000    0.000    0.000    0.000 models.py:1559(Meta)
        1    0.000    0.000    0.000    0.000 tests.py:28(LibrarianTestSetup)
        1    0.000    0.000    0.000    0.000 response.py:512(HttpResponseGone)
        1    0.000    0.000    0.000    0.000 datastructures.py:27(Date)
        1    0.000    0.000    0.000    0.000 widgets.py:329(AdminCommaSeparatedIntegerFieldWidget)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:145(MemoryFileUploadHandler)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:54(TemporaryUploadedFile)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        2    0.000    0.000    0.000    0.000 {binascii.b2a_base64}
        1    0.000    0.000    0.000    0.000 exceptions.py:14(ObjectDoesNotExist)
        1    0.000    0.000    0.000    0.000 context.py:11(ContextPopException)
        1    0.000    0.000    0.000    0.000 storage.py:304(ConfiguredStorage)
        1    0.000    0.000    0.000    0.000 functional.py:53(Promise)
        1    0.000    0.000    0.000    0.000 query.py:1099(DateQuerySet)
        1    0.000    0.000    0.000    0.000 simple_server.py:26(ServerHandler)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 filters.py:260(ChoicesFieldListFilter)
        1    0.000    0.000    0.000    0.000 widgets.py:538(NullBooleanSelect)
        1    0.000    0.000    0.000    0.000 widgets.py:252(NumberInput)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 six.py:56(__len__)
        1    0.000    0.000    0.000    0.000 defaulttags.py:858(TemplateLiteral)
        1    0.000    0.000    0.000    0.000 response.py:86(BadHeaderError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
