Creating test database for alias 'default'...
Destroying test database for alias 'default'...
         10024283 function calls (9818849 primitive calls) in 10.741 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      290    0.001    0.000    0.002    0.000 random.py:808(random)
      746    0.000    0.000    0.002    0.000 __init__.py:700(release)
      774    0.002    0.000    0.002    0.000 {time.strftime}
        2    0.000    0.000    0.002    0.001 functional.py:27(wrapper)
        1    0.000    0.000    0.002    0.002 validators.py:42(URLValidator)
        1    0.000    0.000    0.002    0.002 csrf.py:6(<module>)
     1146    0.001    0.000    0.002    0.000 __init__.py:772(pre_save)
        1    0.001    0.001    0.002    0.002 defaulttags.py:1(<module>)
     6872    0.002    0.000    0.002    0.000 {method 'release' of 'thread.lock' objects}
      615    0.000    0.000    0.002    0.000 dispatcher.py:159(has_listeners)
      373    0.001    0.000    0.002    0.000 __init__.py:1218(findCaller)
     2029    0.002    0.000    0.002    0.000 functional.py:119(__promise__)
        1    0.000    0.000    0.002    0.002 loaddata.py:166(_find_fixtures)
      175    0.001    0.000    0.001    0.000 {method 'commit' of 'sqlite3.Connection' objects}
        3    0.000    0.000    0.001    0.000 models.py:129(set_MD5)
        1    0.000    0.000    0.001    0.001 base.py:392(check_constraints)
        7    0.000    0.000    0.001    0.000 trans_real.py:130(_translation)
       36    0.000    0.000    0.001    0.000 glob.py:66(glob1)
      106    0.000    0.000    0.001    0.000 related.py:131(do_related_class)
        1    0.000    0.000    0.001    0.001 query.py:8(<module>)
       12    0.000    0.000    0.001    0.000 gettext.py:421(find)
        1    0.000    0.000    0.001    0.001 formats.py:1(<module>)
        2    0.000    0.000    0.001    0.001 config.py:792(dictConfig)
        2    0.000    0.000    0.001    0.001 config.py:495(configure)
        1    0.001    0.001    0.001    0.001 main.py:1(<module>)
       26    0.000    0.000    0.001    0.000 glob.py:18(glob)
     1855    0.001    0.000    0.001    0.000 __init__.py:691(to_python)
     3615    0.001    0.000    0.001    0.000 query.py:1877(get_order_dir)
      812    0.001    0.000    0.001    0.000 __init__.py:1345(isEnabledFor)
       24    0.000    0.000    0.001    0.000 threading.py:602(wait)
       25    0.000    0.000    0.001    0.000 related.py:404(related_manager_cls)
        1    0.000    0.000    0.001    0.001 urlparse.py:29(<module>)
     1652    0.001    0.000    0.001    0.000 query.py:665(promote_joins)
     2017    0.001    0.000    0.001    0.000 compiler.py:826(placeholder)
      854    0.001    0.000    0.001    0.000 query.py:799(ordered)
      140    0.000    0.000    0.001    0.000 base.py:62(chunks)
        1    0.000    0.000    0.001    0.001 query_utils.py:7(<module>)
        6    0.000    0.000    0.001    0.000 trans_real.py:149(_merge)
       54    0.000    0.000    0.001    0.000 validation.py:357(validate_local_fields)
     1786    0.001    0.000    0.001    0.000 {method 'find' of 'unicode' objects}
        2    0.001    0.000    0.001    0.001 __init__.py:24(<module>)
       26    0.000    0.000    0.001    0.000 files.py:262(get_filename)
      901    0.001    0.000    0.001    0.000 subqueries.py:99(_setup_query)
      746    0.001    0.000    0.001    0.000 {time.localtime}
        5    0.000    0.000    0.001    0.000 subqueries.py:114(update_batch)
        2    0.000    0.000    0.001    0.001 __init__.py:3(get_version)
        9    0.000    0.000    0.001    0.000 models.py:1169(__str__)
        1    0.000    0.000    0.001    0.001 header.py:5(<module>)
      864    0.000    0.000    0.001    0.000 base.py:277(<genexpr>)
        1    0.000    0.000    0.001    0.001 fields.py:287(DecimalField)
      545    0.001    0.000    0.001    0.000 datastructures.py:510(__getitem__)
        2    0.001    0.000    0.001    0.001 __init__.py:7(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        2    0.000    0.000    0.001    0.001 models.py:55(num_revisions)
        1    0.001    0.001    0.001    0.001 result.py:1(<module>)
        1    0.000    0.000    0.001    0.001 version.py:1(<module>)
        1    0.000    0.000    0.001    0.001 models.py:221(clean)
        1    0.000    0.000    0.001    0.001 models.py:637(_clean_basic_constraints)
     1389    0.001    0.000    0.001    0.000 options.py:471(<lambda>)
      189    0.001    0.000    0.001    0.000 {method 'close' of 'file' objects}
      233    0.001    0.000    0.001    0.000 aggregates.py:72(as_sql)
        1    0.000    0.000    0.001    0.001 tests_rm.py:37(clean_files)
      427    0.000    0.000    0.001    0.000 posixpath.py:104(splitext)
       25    0.000    0.000    0.001    0.000 threading.py:656(__init__)
       46    0.000    0.000    0.001    0.000 __init__.py:580(__init__)
     8567    0.001    0.000    0.001    0.000 {hash}
       28    0.000    0.000    0.001    0.000 signals.py:1(dataset_post_delete)
      293    0.001    0.000    0.001    0.000 {posix.urandom}
        1    0.000    0.000    0.001    0.001 models.py:721(is_complete)
       13    0.000    0.000    0.001    0.000 shutil.py:46(copyfileobj)
       26    0.000    0.000    0.001    0.000 files.py:259(get_directory_name)
  248/165    0.000    0.000    0.001    0.000 utils.py:16(<lambda>)
      509    0.001    0.000    0.001    0.000 {method 'seek' of 'file' objects}
        2    0.000    0.000    0.001    0.001 constants.py:3(<module>)
        2    0.000    0.000    0.001    0.001 __init__.py:918(formfield)
      414    0.000    0.000    0.001    0.000 __init__.py:153(get_language)
        2    0.000    0.000    0.001    0.000 __init__.py:810(formfield)
        2    0.000    0.000    0.001    0.000 widgets.py:3(<module>)
       96    0.001    0.000    0.001    0.000 creation.py:122(sql_for_inline_foreign_key_references)
      233    0.000    0.000    0.001    0.000 aggregates.py:101(__init__)
     3626    0.001    0.000    0.001    0.000 {min}
       29    0.000    0.000    0.001    0.000 fields.py:60(__init__)
        1    0.000    0.000    0.001    0.001 finders.py:1(<module>)
       51    0.000    0.000    0.001    0.000 widgets.py:135(__new__)
       16    0.000    0.000    0.001    0.000 tempfile.py:311(mkdtemp)
        2    0.000    0.000    0.001    0.000 models.py:1057(_raw_clean)
       62    0.001    0.000    0.001    0.000 options.py:30(__init__)
        1    0.000    0.000    0.001    0.001 cache.py:18(<module>)
      408    0.000    0.000    0.001    0.000 __init__.py:174(deactivate_all)
        2    0.000    0.000    0.001    0.000 related.py:1(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:387(<module>)
       57    0.001    0.000    0.001    0.000 {posix.open}
      255    0.001    0.000    0.001    0.000 loading.py:259(get_model)
        2    0.000    0.000    0.001    0.000 related.py:1529(formfield)
      174    0.000    0.000    0.001    0.000 files.py:15(__init__)
       60    0.000    0.000    0.001    0.000 file_access_utils.py:107(file_exists)
       46    0.000    0.000    0.001    0.000 __init__.py:615(contribute_to_class)
        1    0.000    0.000    0.001    0.001 dateformat.py:12(<module>)
      509    0.001    0.000    0.001    0.000 sre_compile.py:354(_simple)
      270    0.001    0.000    0.001    0.000 __init__.py:201(run_validators)
     2044    0.001    0.000    0.001    0.000 sre_parse.py:138(append)
        1    0.000    0.000    0.001    0.001 zipfile.py:3(<module>)
       20    0.000    0.000    0.001    0.000 related.py:1292(__init__)
      229    0.000    0.000    0.001    0.000 base.py:436(__ne__)
        3    0.000    0.000    0.001    0.000 __init__.py:668(formfield)
      160    0.000    0.000    0.001    0.000 functools.py:17(update_wrapper)
     1239    0.001    0.000    0.001    0.000 __init__.py:833(to_python)
      881    0.000    0.000    0.001    0.000 <string>:12(_make)
        2    0.000    0.000    0.001    0.000 optparse.py:1191(__init__)
      571    0.001    0.000    0.001    0.000 query.py:948(remove_inherited_models)
      279    0.000    0.000    0.001    0.000 __init__.py:290(set_attributes_from_name)
        1    0.000    0.000    0.001    0.001 defaultfilters.py:1(<module>)
        1    0.000    0.000    0.001    0.001 config.py:350(BaseConfigurator)
        1    0.000    0.000    0.001    0.001 functional.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sql.py:105(sql_flush)
       35    0.000    0.000    0.001    0.000 execute.py:165(find_symbolicdataset)
       59    0.001    0.000    0.001    0.000 {posix.listdir}
        1    0.000    0.000    0.001    0.001 markupbase.py:7(<module>)
       26    0.000    0.000    0.001    0.000 storage.py:56(get_valid_name)
       24    0.000    0.000    0.001    0.000 dispatcher.py:50(connect)
        1    0.000    0.000    0.001    0.001 xmlutils.py:3(<module>)
      746    0.001    0.000    0.001    0.000 __init__.py:311(getMessage)
     2502    0.001    0.000    0.001    0.000 sre_parse.py:126(__len__)
        2    0.000    0.000    0.001    0.000 optparse.py:1258(_populate_option_list)
        2    0.000    0.000    0.001    0.000 base.py:5(<module>)
      427    0.001    0.000    0.001    0.000 genericpath.py:85(_splitext)
        4    0.000    0.000    0.001    0.000 introspection.py:114(get_key_columns)
        1    0.000    0.000    0.001    0.001 text.py:5(<module>)
      863    0.001    0.000    0.001    0.000 files.py:205(__set__)
      661    0.000    0.000    0.001    0.000 related.py:982(reverse_related_fields)
        1    0.000    0.000    0.001    0.001 loaddata.py:223(fixture_dirs)
     2065    0.001    0.000    0.001    0.000 query.py:1751(set_aggregate_mask)
      746    0.000    0.000    0.001    0.000 __init__.py:445(usesTime)
      268    0.000    0.000    0.001    0.000 base.py:15(__init__)
       36    0.000    0.000    0.001    0.000 fnmatch.py:45(filter)
       54    0.000    0.000    0.001    0.000 base.py:38(_get_size)
      408    0.000    0.000    0.001    0.000 trans_real.py:198(deactivate_all)
       76    0.000    0.000    0.001    0.000 creation.py:30(_digest)
       59    0.001    0.000    0.001    0.000 base.py:763(_get_unique_checks)
      365    0.001    0.000    0.001    0.000 {built-in method utcnow}
        1    0.000    0.000    0.001    0.001 __init__.py:16(<module>)
        2    0.000    0.000    0.001    0.000 storage.py:1(<module>)
       26    0.000    0.000    0.001    0.000 functools.py:53(total_ordering)
      114    0.000    0.000    0.001    0.000 __init__.py:1081(get_prep_lookup)
      185    0.000    0.000    0.001    0.000 files.py:240(get_prep_value)
      414    0.000    0.000    0.001    0.000 trans_real.py:206(get_language)
       16    0.000    0.000    0.001    0.000 models.py:138(__init__)
        1    0.000    0.000    0.001    0.001 models.py:199(has_circular_dependence)
        8    0.000    0.000    0.001    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.001    0.001 models.py:203(has_circular_dependence_h)
        6    0.000    0.000    0.001    0.000 util.py:1(<module>)
      131    0.000    0.000    0.001    0.000 base.py:93(__iter__)
       55    0.000    0.000    0.001    0.000 options.py:266(fields)
        1    0.000    0.000    0.001    0.001 ElementPath.py:59(<module>)
       35    0.000    0.000    0.001    0.000 copy.py:145(deepcopy)
      239    0.000    0.000    0.001    0.000 related.py:1222(get_default)
       56    0.000    0.000    0.001    0.000 loading.py:282(register_models)
      175    0.001    0.000    0.001    0.000 {method 'read' of 'file' objects}
     1164    0.001    0.000    0.001    0.000 __init__.py:319(get_internal_type)
      279    0.000    0.000    0.001    0.000 {_bisect.bisect}
       35    0.000    0.000    0.001    0.000 __init__.py:684(__init__)
        1    0.000    0.000    0.001    0.001 nonmultipart.py:5(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:25(<module>)
       22    0.000    0.000    0.001    0.000 re.py:139(search)
        4    0.000    0.000    0.001    0.000 gettext.py:580(gettext)
      233    0.000    0.000    0.001    0.000 aggregates.py:20(__init__)
       95    0.000    0.000    0.001    0.000 related.py:880(__init__)
       41    0.000    0.000    0.001    0.000 related.py:24(add_lazy_relation)
     1576    0.001    0.000    0.001    0.000 transaction.py:226(__init__)
        4    0.000    0.000    0.001    0.000 gettext.py:542(dgettext)
       41    0.000    0.000    0.001    0.000 related.py:118(resolve_related_class)
       15    0.000    0.000    0.001    0.000 shutil.py:210(rmtree)
     3818    0.001    0.000    0.001    0.000 related.py:1039(get_extra_restriction)
     1830    0.001    0.000    0.001    0.000 base.py:71(<lambda>)
       12    0.000    0.000    0.001    0.000 abc.py:86(__new__)
      201    0.000    0.000    0.001    0.000 posixpath.py:89(split)
       43    0.000    0.000    0.001    0.000 models.py:310(has_custom_constraint)
      415    0.000    0.000    0.001    0.000 gettext.py:174(__init__)
        2    0.000    0.000    0.001    0.000 __init__.py:95(get_cache)
       70    0.000    0.000    0.001    0.000 query_utils.py:61(__invert__)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
       27    0.000    0.000    0.001    0.000 __init__.py:780(contribute_to_class)
      119    0.000    0.000    0.001    0.000 encoding.py:139(force_bytes)
      430    0.000    0.000    0.001    0.000 posixpath.py:119(basename)
     1722    0.001    0.000    0.001    0.000 related.py:859(is_hidden)
     1185    0.001    0.000    0.001    0.000 related.py:137(related_query_name)
     3197    0.001    0.000    0.001    0.000 related.py:1024(get_extra_descriptor_filter)
      661    0.000    0.000    0.001    0.000 related.py:866(get_extra_restriction)
       93    0.000    0.000    0.001    0.000 {sorted}
       83    0.000    0.000    0.001    0.000 file_access_utils.py:146(__exit__)
        4    0.000    0.000    0.001    0.000 introspection.py:162(get_primary_key_column)
      812    0.001    0.000    0.001    0.000 __init__.py:1331(getEffectiveLevel)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
      307    0.000    0.000    0.001    0.000 dispatcher.py:11(_make_id)
       75    0.000    0.000    0.001    0.000 related.py:1248(contribute_to_related_class)
        2    0.000    0.000    0.001    0.000 runner.py:1(<module>)
       35    0.000    0.000    0.001    0.000 functional.py:385(partition)
       20    0.000    0.000    0.001    0.000 options.py:379(get_all_field_names)
      424    0.000    0.000    0.001    0.000 base.py:32(__nonzero__)
     1249    0.001    0.000    0.001    0.000 sre_parse.py:90(__init__)
        2    0.000    0.000    0.001    0.000 fields.py:383(__init__)
     1753    0.001    0.000    0.001    0.000 __init__.py:429(has_default)
       31    0.001    0.000    0.001    0.000 {posix.remove}
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
       35    0.000    0.000    0.001    0.000 transaction.py:335(__call__)
        1    0.000    0.000    0.001    0.001 models.py:4(<module>)
       10    0.000    0.000    0.001    0.000 config.py:777(configure_logger)
      253    0.000    0.000    0.001    0.000 related.py:63(get_cache_name)
      441    0.001    0.000    0.001    0.000 {method 'write' of 'file' objects}
       26    0.000    0.000    0.001    0.000 text.py:211(get_valid_filename)
     1560    0.001    0.000    0.001    0.000 __init__.py:286(unique)
      142    0.000    0.000    0.001    0.000 config.py:288(convert_with_key)
      608    0.001    0.000    0.001    0.000 datastructures.py:208(values)
      743    0.000    0.000    0.001    0.000 timezone.py:277(is_aware)
        1    0.000    0.000    0.001    0.001 __init__.py:1248(installed_models)
      233    0.000    0.000    0.001    0.000 base.py:146(check_aggregate_support)
       18    0.000    0.000    0.000    0.000 __init__.py:34(find_management_module)
       55    0.000    0.000    0.000    0.000 options.py:305(_fill_fields_cache)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
      293    0.000    0.000    0.000    0.000 where.py:379(relabeled_clone)
      389    0.000    0.000    0.000    0.000 sre_parse.py:257(_escape)
        2    0.000    0.000    0.000    0.000 widgets.py:420(__init__)
      822    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:20(<module>)
      373    0.000    0.000    0.000    0.000 __init__.py:153(getLevelName)
      293    0.000    0.000    0.000    0.000 encoding.py:63(smart_text)
        2    0.000    0.000    0.000    0.000 formats.py:72(get_format)
        1    0.000    0.000    0.000    0.000 __init__.py:118(__init__)
       54    0.000    0.000    0.000    0.000 options.py:335(_fill_m2m_cache)
        1    0.000    0.000    0.000    0.000 models.py:916(BasicConstraint)
       75    0.000    0.000    0.000    0.000 related.py:1135(contribute_to_related_class)
     1366    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       90    0.000    0.000    0.000    0.000 genericpath.py:38(isdir)
       10    0.000    0.000    0.000    0.000 forms.py:65(__new__)
      210    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
       95    0.000    0.000    0.000    0.000 related.py:843(__init__)
    27/22    0.000    0.000    0.000    0.000 abc.py:148(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 io.py:34(<module>)
      724    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dbapi2.py:24(<module>)
      160    0.000    0.000    0.000    0.000 posixpath.py:127(dirname)
      945    0.000    0.000    0.000    0.000 manager.py:247(__get__)
       54    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        2    0.000    0.000    0.000    0.000 db.py:1(<module>)
      185    0.000    0.000    0.000    0.000 base.py:23(__str__)
       31    0.000    0.000    0.000    0.000 {dir}
       56    0.000    0.000    0.000    0.000 related.py:83(do_pending_lookups)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 testcases.py:734(_pre_setup)
       35    0.000    0.000    0.000    0.000 deletion.py:221(sort)
      142    0.000    0.000    0.000    0.000 config.py:441(convert)
        1    0.000    0.000    0.000    0.000 collections.py:1(<module>)
      156    0.000    0.000    0.000    0.000 models.py:304(get_max_row)
        1    0.000    0.000    0.000    0.000 introspection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formats.py:61(get_format_modules)
        1    0.000    0.000    0.000    0.000 uploadhandler.py:3(<module>)
       25    0.000    0.000    0.000    0.000 threading.py:541(Event)
       48    0.000    0.000    0.000    0.000 __init__.py:1223(get_prep_lookup)
       50    0.000    0.000    0.000    0.000 {imp.find_module}
       56    0.000    0.000    0.000    0.000 functional.py:137(__text_cast)
        2    0.000    0.000    0.000    0.000 formats.py:41(iter_format_modules)
        1    0.000    0.000    0.000    0.000 testcases.py:860(_fixture_setup)
      373    0.000    0.000    0.000    0.000 __init__.py:81(<lambda>)
        6    0.000    0.000    0.000    0.000 config.py:693(configure_handler)
      306    0.000    0.000    0.000    0.000 __init__.py:150(get_permission_codename)
        1    0.000    0.000    0.000    0.000 models.py:31(CodeResource)
       22    0.000    0.000    0.000    0.000 optparse.py:561(__init__)
       64    0.000    0.000    0.000    0.000 manager.py:69(contribute_to_class)
       35    0.000    0.000    0.000    0.000 __init__.py:154(__deepcopy__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        7    0.000    0.000    0.000    0.000 trans_real.py:80(__init__)
        1    0.000    0.000    0.000    0.000 models.py:361(AbstractUser)
        1    0.000    0.000    0.000    0.000 manager.py:1(<module>)
      237    0.000    0.000    0.000    0.000 sre_parse.py:225(_class_escape)
        1    0.000    0.000    0.000    0.000 __init__.py:1220(django_table_names)
        2    0.000    0.000    0.000    0.000 optparse.py:1253(_add_version_option)
      125    0.000    0.000    0.000    0.000 re.py:277(filter)
      117    0.000    0.000    0.000    0.000 re.py:134(match)
        2    0.000    0.000    0.000    0.000 __init__.py:1202(table_names)
      746    0.000    0.000    0.000    0.000 __init__.py:598(filter)
      104    0.000    0.000    0.000    0.000 _os.py:37(upath)
     1072    0.000    0.000    0.000    0.000 base.py:369(_savepoint_allowed)
       18    0.000    0.000    0.000    0.000 fields.py:196(__init__)
       11    0.000    0.000    0.000    0.000 config.py:759(common_logger_config)
       25    0.000    0.000    0.000    0.000 threading.py:560(__init__)
       31    0.000    0.000    0.000    0.000 posixpath.py:365(abspath)
       13    0.000    0.000    0.000    0.000 module_loading.py:10(import_by_path)
       43    0.000    0.000    0.000    0.000 execute.py:150(register_symbolicdataset)
      433    0.000    0.000    0.000    0.000 __init__.py:145(__lt__)
      204    0.000    0.000    0.000    0.000 __init__.py:217(validate)
        1    0.000    0.000    0.000    0.000 models.py:156(list_all_filepaths)
        2    0.000    0.000    0.000    0.000 testcases.py:843(connections_support_transactions)
      488    0.000    0.000    0.000    0.000 loading.py:248(<genexpr>)
        1    0.000    0.000    0.000    0.000 urlresolvers.py:8(<module>)
        1    0.000    0.000    0.000    0.000 models.py:166(list_all_filepaths_h)
       56    0.000    0.000    0.000    0.000 __init__.py:75(ugettext)
     1364    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       54    0.000    0.000    0.000    0.000 threading.py:259(__init__)
       10    0.000    0.000    0.000    0.000 query.py:996(_clone)
       36    0.000    0.000    0.000    0.000 subprocess.py:1161(pipe_cloexec)
       10    0.000    0.000    0.000    0.000 six.py:564(with_metaclass)
       19    0.000    0.000    0.000    0.000 tempfile.py:135(next)
       11    0.000    0.000    0.000    0.000 validators.py:22(__init__)
        1    0.000    0.000    0.000    0.000 message.py:5(<module>)
      421    0.000    0.000    0.000    0.000 threading.py:1152(currentThread)
        4    0.000    0.000    0.000    0.000 testcases.py:847(<genexpr>)
        9    0.000    0.000    0.000    0.000 query.py:1091(_clone)
      102    0.000    0.000    0.000    0.000 __init__.py:41(_check_permission_clashing)
        1    0.000    0.000    0.000    0.000 expatreader.py:4(<module>)
       12    0.000    0.000    0.000    0.000 file_access_utils.py:9(can_create_new_file)
        2    0.000    0.000    0.000    0.000 introspection.py:52(get_table_list)
        7    0.000    0.000    0.000    0.000 gettext.py:262(_parse)
        1    0.000    0.000    0.000    0.000 __init__.py:646(supports_transactions)
      321    0.000    0.000    0.000    0.000 copy_reg.py:92(__newobj__)
        1    0.000    0.000    0.000    0.000 __init__.py:15(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:420(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:433(_GenerateCRCTable)
       10    0.000    0.000    0.000    0.000 posixpath.py:379(realpath)
        1    0.000    0.000    0.000    0.000 zipfile.py:501(ZipExtFile)
      743    0.000    0.000    0.000    0.000 {method 'astimezone' of 'datetime.datetime' objects}
      901    0.000    0.000    0.000    0.000 subqueries.py:164(get_related_updates)
       12    0.000    0.000    0.000    0.000 __init__.py:731(__init__)
       12    0.000    0.000    0.000    0.000 subprocess.py:1099(_get_handles)
       56    0.000    0.000    0.000    0.000 trans_real.py:280(ugettext)
      136    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
       14    0.000    0.000    0.000    0.000 forms.py:32(get_declared_fields)
        1    0.000    0.000    0.000    0.000 models.py:35(SymbolicDataset)
      315    0.000    0.000    0.000    0.000 query.py:351(<lambda>)
        2    0.000    0.000    0.000    0.000 optparse.py:1248(_add_help_option)
        1    0.000    0.000    0.000    0.000 generic.py:3(<module>)
       48    0.000    0.000    0.000    0.000 base.py:1081(dec)
        1    0.000    0.000    0.000    0.000 fields.py:406(DateField)
        1    0.000    0.000    0.000    0.000 dates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 admin_static.py:1(<module>)
     1803    0.000    0.000    0.000    0.000 color.py:48(__getattr__)
      477    0.000    0.000    0.000    0.000 posixpath.py:59(isabs)
        1    0.000    0.000    0.000    0.000 cgi.py:16(<module>)
     2547    0.000    0.000    0.000    0.000 __init__.py:1058(validate_autopk_value)
        1    0.000    0.000    0.000    0.000 handlers.py:24(<module>)
       51    0.000    0.000    0.000    0.000 base.py:1113(filter_function)
       56    0.000    0.000    0.000    0.000 trans_real.py:246(do_translate)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
   113/92    0.000    0.000    0.000    0.000 {issubclass}
       57    0.000    0.000    0.000    0.000 options.py:325(get_m2m_with_model)
      102    0.000    0.000    0.000    0.000 models.py:119(_add_to_cache)
       55    0.000    0.000    0.000    0.000 config.py:325(get)
       13    0.000    0.000    0.000    0.000 abc.py:105(register)
        1    0.000    0.000    0.000    0.000 manager.py:207(values)
      106    0.000    0.000    0.000    0.000 related.py:14(__init__)
      816    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      240    0.000    0.000    0.000    0.000 models.py:659(component)
      125    0.000    0.000    0.000    0.000 sre_parse.py:790(expand_template)
  118/115    0.000    0.000    0.000    0.000 base.py:1078(filter)
        2    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 move.py:6(<module>)
        1    0.000    0.000    0.000    0.000 models.py:228(Datatype)
       56    0.000    0.000    0.000    0.000 {posix.fdopen}
       54    0.000    0.000    0.000    0.000 locks.py:55(lock)
      825    0.000    0.000    0.000    0.000 {method 'endswith' of 'unicode' objects}
       18    0.000    0.000    0.000    0.000 inspect.py:804(getargspec)
      167    0.000    0.000    0.000    0.000 validators.py:185(__call__)
        7    0.000    0.000    0.000    0.000 dispatcher.py:299(_decorator)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:10(<module>)
        1    0.000    0.000    0.000    0.000 file_access_utils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 crypto.py:3(<module>)
        1    0.000    0.000    0.000    0.000 models.py:23(LogEntry)
       20    0.000    0.000    0.000    0.000 gettext.py:130(_expand_lang)
     1194    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 models.py:261(VerificationLog)
      233    0.000    0.000    0.000    0.000 {zip}
     2417    0.000    0.000    0.000    0.000 {chr}
        1    0.000    0.000    0.000    0.000 __init__.py:997(formfield)
       26    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       81    0.000    0.000    0.000    0.000 models.py:587(__str__)
        1    0.000    0.000    0.000    0.000 loader.py:28(<module>)
        1    0.000    0.000    0.000    0.000 uploadedfile.py:3(<module>)
     2489    0.000    0.000    0.000    0.000 {ord}
       24    0.000    0.000    0.000    0.000 {thread.start_new_thread}
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
      485    0.000    0.000    0.000    0.000 urlparse.py:332(<genexpr>)
      485    0.000    0.000    0.000    0.000 urllib.py:1206(<genexpr>)
        1    0.000    0.000    0.000    0.000 validators.py:204(MinLengthValidator)
      151    0.000    0.000    0.000    0.000 functional.py:211(inner)
        1    0.000    0.000    0.000    0.000 fields.py:530(FileField)
        1    0.000    0.000    0.000    0.000 _doctest.py:1057(DocTestRunner)
        1    0.000    0.000    0.000    0.000 locmem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 query.py:935(iterator)
        1    0.000    0.000    0.000    0.000 xmlreader.py:2(<module>)
      656    0.000    0.000    0.000    0.000 {max}
      538    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 headers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 forms.py:67(UserCreationForm)
        2    0.000    0.000    0.000    0.000 creation.py:1(<module>)
      134    0.000    0.000    0.000    0.000 {_sre.compile}
        1    0.000    0.000    0.000    0.000 base.py:215(sql_flush)
        1    0.000    0.000    0.000    0.000 validators.py:214(MaxLengthValidator)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
       15    0.000    0.000    0.000    0.000 {posix.rmdir}
       76    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
       72    0.000    0.000    0.000    0.000 subprocess.py:1148(_set_cloexec_flag)
      143    0.000    0.000    0.000    0.000 files.py:39(_require_file)
        1    0.000    0.000    0.000    0.000 models.py:557(PipelineStep)
        1    0.000    0.000    0.000    0.000 execute.py:680(recover)
      232    0.000    0.000    0.000    0.000 query.py:291(resolve_aggregate)
        2    0.000    0.000    0.000    0.000 aggregates.py:3(<module>)
       31    0.000    0.000    0.000    0.000 functional.py:190(allow_lazy)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
      424    0.000    0.000    0.000    0.000 base.py:29(__bool__)
        1    0.000    0.000    0.000    0.000 hashers.py:1(<module>)
        5    0.000    0.000    0.000    0.000 related.py:1359(__init__)
     1510    0.000    0.000    0.000    0.000 timezone.py:41(utcoffset)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hotrunner.py:135(stopTestRun)
      268    0.000    0.000    0.000    0.000 sre_compile.py:472(isstring)
      663    0.000    0.000    0.000    0.000 collections.py:329(<genexpr>)
       39    0.000    0.000    0.000    0.000 posixpath.py:139(islink)
   116/98    0.000    0.000    0.000    0.000 options.py:560(get_parent_list)
      102    0.000    0.000    0.000    0.000 models.py:27(_get_from_cache)
        8    0.000    0.000    0.000    0.000 __init__.py:20(find_commands)
